Name,Protein,Carbs,Fat,Fiber,Sugar,Water,Sodium,Calcium,Iron,Potassium,Cholesterol,Calories
"Radishes, pickled, Hawaiian style",0.56,7.68,0.1,1.3,6.41,88.51,977,22,0.29,194,0,33.86
Raisins,3.3,79.32,0.25,4.5,65.18,15.46,26,62,1.79,744,0,332.73
"Raisins, chocolate covered",4.1,68.4,14.8,3.1,62.22,11.2,36,86,1.71,514,3,423.2
"Raisins, yogurt covered",4.38,72.86,11.48,2.6,64.0,9.77,52,122,1.1,553,0,412.28
"Ranch dip, light",2.35,13.95,15.25,0.2,7.78,66.55,607,89,0.3,152,24,202.45
"Ranch dip, regular",2.24,3.49,45.84,0.3,2.48,46.07,708,76,0.35,112,50,435.48
"Ranch dip, yogurt based",8.48,4.13,16.09,0.3,3.41,69.0,646,114,0.29,154,17,195.25
"Raspberries, frozen",1.2,11.94,0.65,6.5,4.42,85.75,1,25,0.69,151,0,58.41
"Raspberries, raw",1.2,11.94,0.65,6.5,4.42,85.75,1,25,0.69,151,0,58.41
Ratatouille,1.1,5.74,4.74,1.9,3.39,87.47,152,21,0.45,219,0,70.02
"Ravioli, NS as to filling, no sauce",10.18,19.66,6.76,0.7,0.24,62.16,288,64,1.82,135,93,180.2
"Ravioli, NS as to filling, with cream sauce",8.04,15.04,8.19,0.5,1.71,67.57,237,84,1.25,143,66,166.03
"Ravioli, NS as to filling, with tomato sauce",6.85,14.47,5.76,0.9,1.48,71.38,396,46,1.46,172,59,137.12
"Ravioli, cheese and spinach filled, with tomato sauce",5.09,16.84,3.16,1.3,1.35,72.76,532,63,1.74,239,59,116.16
"Ravioli, cheese and spinach-filled, no sauce",6.48,20.85,4.23,1.1,0.28,66.33,523,81,1.98,198,81,147.39
"Ravioli, cheese and spinach-filled, with cream sauce",5.46,15.7,6.5,0.8,1.76,70.59,395,96,1.34,185,57,143.14
"Ravioli, cheese-filled, no sauce",7.26,21.55,6.01,0.7,0.24,62.87,648,98,1.46,122,90,169.33
"Ravioli, cheese-filled, with cream sauce",5.97,16.1,7.7,0.5,1.75,68.36,476,107,0.98,134,63,157.58
"Ravioli, cheese-filled, with meat sauce",6.29,14.21,6.0,0.8,1.39,71.37,600,63,1.3,172,58,136.0
"Ravioli, cheese-filled, with tomato sauce",3.98,15.22,2.3,1.2,3.6,77.42,246,69,0.82,205,10,97.5
"Ravioli, cheese-filled, with tomato sauce, baby food, toddler",3.6,16.3,2.2,0.1,0.59,76.5,282,54,0.8,32,7,99.4
"Ravioli, cheese-filled, with tomato sauce, canned",2.48,13.64,1.45,1.3,3.72,80.91,306,33,0.74,232,3,77.53
"Ravioli, cheese-filled, with tomato sauce, diet frozen meal",7.29,12.39,5.01,1.1,2.49,73.54,391,150,0.94,197,14,123.81
"Ravioli, meat-filled, no sauce",12.49,17.44,7.23,0.6,0.23,60.49,777,32,2.09,143,92,184.79
"Ravioli, meat-filled, with cream sauce",10.08,13.52,8.63,0.4,1.61,65.83,581,60,1.49,151,68,172.07
"Ravioli, meat-filled, with tomato sauce or meat sauce",8.68,14.29,6.13,1.0,1.75,68.8,598,28,1.88,214,61,147.05
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",3.24,13.26,3.41,1.5,1.97,79.12,283,12,1.09,178,5,96.69
"Raw vegetable, NFS",1.33,5.77,0.24,2.0,2.6,91.88,47,32,0.38,283,0,30.56
"Ray, baked or broiled, fat added",25.65,0.1,9.29,0.0,0.04,63.02,409,42,1.03,197,62,186.61
"Ray, baked or broiled, no added fat",26.43,0.1,5.68,0.0,0.04,65.79,422,43,1.06,203,64,157.24
"Ray, coated, baked or broiled, fat added",21.86,12.51,10.69,0.6,1.1,53.1,372,63,1.55,193,49,233.69
"Ray, coated, baked or broiled, no added fat",22.89,13.1,5.17,0.6,1.15,56.92,389,66,1.62,202,51,190.49
"Ray, coated, fried",20.9,9.85,14.18,0.6,0.88,53.22,399,60,1.56,177,79,250.62
"Ray, cooked, NS as to cooking method",25.65,0.1,9.29,0.0,0.04,63.02,409,42,1.03,197,62,186.61
"Ray, steamed or poached",26.38,0.0,5.67,0.0,0.0,65.95,411,43,1.06,171,64,156.55
"Red pepper, cooked, as ingredient",1.06,6.48,0.32,2.3,4.52,91.62,4,8,0.46,227,0,33.04
Reese's Crispy Crunchy Bar,9.53,55.53,31.34,3.3,40.33,1.6,264,70,1.3,295,5,542.3
Reese's Fast Break,8.93,63.9,23.21,3.6,53.57,1.66,321,36,0.64,257,9,500.21
Reese's Peanut Butter Cup,10.24,55.36,30.53,3.6,47.17,1.44,357,78,1.21,343,6,537.17
Reese's Pieces,12.46,59.86,24.77,3.0,53.25,1.0,194,69,0.49,359,0,512.21
Reese's Sticks,9.53,55.38,31.34,3.3,40.33,1.6,264,70,1.3,295,6,541.7
Refried beans,4.98,13.55,2.01,3.7,0.54,77.75,370,29,1.44,319,0,92.21
Refried beans with meat,7.81,11.76,2.51,3.2,0.57,76.15,406,27,1.5,319,11,100.87
"Refried beans, from canned, reduced sodium",4.98,13.55,2.01,3.7,0.54,77.75,138,29,1.44,319,0,92.21
"Refried beans, from fast food / restaurant",6.7,16.28,9.48,7.8,0.76,65.54,402,55,1.58,390,5,177.24
"Relish, corn",1.7,25.66,0.92,1.6,18.43,70.4,336,4,0.24,114,0,117.72
"Relish, pickle",0.37,35.06,0.47,1.1,29.13,62.07,811,3,0.87,25,0,145.95
"Reuben sandwich, corned beef sandwich with sauerkraut and cheese, with spread",12.59,19.32,17.25,2.2,3.89,48.2,713,165,1.8,136,48,282.89
Rhubarb,0.81,17.45,0.22,1.6,14.4,80.83,4,73,0.2,233,0,75.02
"Rice and potato soup, Puerto Rican style",1.39,12.62,2.09,0.5,0.36,82.95,276,10,0.61,68,1,74.85
Rice cake,7.1,81.1,4.3,4.2,0.88,5.8,71,11,1.49,428,0,391.5
"Rice cereal with apples, baby food, dry, instant",6.7,86.89,2.4,3.0,3.22,3.2,16,850,37.0,410,0,395.96
"Rice cereal with applesauce and bananas, baby food, jarred",1.2,17.1,0.4,1.0,2.24,81.0,4,17,6.73,28,0,76.8
"Rice cereal with bananas, baby food, dry, instant",8.7,79.9,4.2,1.0,16.7,4.7,0,691,47.5,769,0,392.2
"Rice cereal with mixed fruit, baby food, jarred",1.2,17.1,0.4,1.0,2.24,81.0,4,17,6.73,28,0,76.8
"Rice cereal with mixed fruits, baby food, dry, instant",6.6,88.5,0.9,2.6,1.35,2.0,2,38,9.0,414,0,388.5
"Rice cereal, baby food, dry, instant",6.65,83.14,2.19,1.3,4.85,5.13,32,860,53.01,281,0,378.87
"Rice cereal, baby food, jarred, NFS",1.2,17.1,0.4,1.0,2.24,81.0,4,17,6.73,28,0,76.8
Rice croquette,3.41,19.97,6.53,0.9,0.64,68.47,414,30,1.17,129,39,152.29
Rice dessert or salad with fruit,1.6,20.67,7.3,0.8,10.7,70.1,10,23,0.49,78,22,154.78
Rice dressing,2.0,17.68,3.3,0.6,0.71,75.32,597,20,1.0,60,0,108.42
"Rice meal fritter, Puerto Rican style",8.98,36.58,14.03,1.0,2.78,37.89,468,209,0.9,154,87,308.51
Rice milk,0.28,9.17,0.97,0.3,5.28,89.28,39,118,0.2,27,0,46.53
"Rice noodles, cooked",1.78,23.87,0.2,1.0,0.03,73.38,250,4,0.14,4,0,104.4
Rice paper,5.07,72.54,1.21,2.1,0.27,19.85,310,10,0.38,65,0,321.33
Rice pilaf,3.29,24.08,3.03,0.4,0.48,68.3,414,29,0.74,56,0,136.75
"Rice soup, NFS",0.92,5.8,0.78,0.5,0.12,91.5,326,22,0.12,17,2,33.9
"Rice with Spanish sausage, Puerto Rican style",8.39,32.4,13.59,0.8,0.42,42.63,937,26,2.3,189,30,285.47
"Rice with chicken, Puerto Rican style",10.13,31.43,14.14,0.8,0.46,42.15,728,20,1.95,152,42,293.5
"Rice with onions, Puerto Rican style",3.48,18.85,9.75,1.3,2.58,65.74,456,23,1.01,93,0,177.07
Rice with raisins,2.65,32.13,2.58,0.8,6.49,60.98,447,15,1.21,104,0,162.34
"Rice with squid, Puerto Rican style",8.88,29.26,11.82,1.0,1.1,47.69,559,29,1.83,199,93,258.94
"Rice with stewed beans, Puerto Rican style",3.66,23.02,3.23,1.5,0.1,68.28,464,25,1.51,134,0,135.79
"Rice with vienna sausage, Puerto Rican style",6.46,33.55,11.61,0.8,0.43,45.58,953,20,1.98,116,24,264.53
"Rice, brown and wild, cooked, NS as to fat",2.26,19.81,2.69,1.0,0.25,73.52,510,6,0.35,69,0,112.49
"Rice, brown and wild, cooked, fat added",2.82,24.31,3.24,1.6,0.3,68.7,202,3,0.55,85,0,137.68
"Rice, brown and wild, cooked, no added fat",2.89,24.9,0.88,1.6,0.3,70.38,206,3,0.56,87,0,119.08
"Rice, brown, cooked, NS as to fat",2.73,25.45,0.96,1.6,0.24,69.91,201,3,0.56,86,0,121.36
"Rice, brown, cooked, fat added, NS as to fat type",2.67,24.86,2.97,1.6,0.23,68.55,204,3,0.55,84,2,136.85
"Rice, brown, cooked, fat added, made with oil",2.66,24.86,3.27,1.6,0.23,68.29,197,3,0.55,84,0,139.51
"Rice, brown, cooked, made with butter",2.68,24.86,2.83,1.6,0.24,68.66,212,4,0.55,84,5,135.63
"Rice, brown, cooked, made with margarine",2.67,24.88,2.46,1.6,0.23,69.04,213,4,0.55,84,0,132.34
"Rice, brown, cooked, no added fat",2.73,25.45,0.96,1.6,0.24,69.91,202,3,0.56,86,0,121.36
"Rice, brown, with carrots and dark green vegetables, NS as to fat",2.49,21.36,2.66,1.8,0.72,72.59,167,10,0.55,124,0,119.34
"Rice, brown, with carrots and dark green vegetables, fat added",2.49,21.36,2.66,1.8,0.72,72.59,167,10,0.55,124,0,119.34
"Rice, brown, with carrots and dark green vegetables, no added fat",2.54,21.76,0.82,1.9,0.73,73.96,170,11,0.56,126,0,104.58
"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",2.2,20.02,2.51,1.7,0.9,74.4,171,10,0.53,114,0,111.47
"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added",2.2,20.02,2.51,1.7,0.9,74.4,171,10,0.53,114,0,111.47
"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat",2.24,20.38,0.78,1.8,0.91,75.72,174,10,0.54,117,0,97.5
"Rice, brown, with carrots, NS as to fat",2.27,21.43,2.63,1.9,0.9,72.79,168,9,0.5,115,0,118.47
"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",2.36,20.41,2.57,1.8,0.78,73.77,169,11,0.55,121,0,114.21
"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",2.36,20.41,2.57,1.8,0.78,73.77,169,11,0.55,121,0,114.21
"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",2.41,20.78,0.8,1.8,0.8,75.11,172,11,0.56,123,0,99.96
"Rice, brown, with carrots, fat added",2.27,21.43,2.63,1.9,0.9,72.79,168,9,0.5,115,0,118.47
"Rice, brown, with carrots, no added fat",2.31,21.84,0.8,1.9,0.91,74.16,172,9,0.51,117,0,103.8
"Rice, brown, with cheese and/or cream based sauce, NS as to fat",4.87,19.29,6.62,1.1,0.22,67.88,282,92,0.49,100,11,156.22
"Rice, brown, with cheese and/or cream based sauce, fat added",4.87,19.29,6.62,1.1,0.22,67.88,282,92,0.49,100,11,156.22
"Rice, brown, with cheese and/or cream based sauce, no added fat",4.95,19.61,5.04,1.2,0.22,69.02,287,93,0.5,102,11,143.6
"Rice, brown, with corn, NS as to fat",2.64,23.66,2.71,1.7,0.84,70.17,155,3,0.53,116,0,129.59
"Rice, brown, with corn, fat added",2.64,23.66,2.71,1.7,0.84,70.17,155,3,0.53,116,0,129.59
"Rice, brown, with corn, no added fat",2.69,24.1,0.9,1.8,0.86,71.47,158,3,0.54,118,0,115.26
"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",2.41,19.94,2.54,1.7,0.73,74.21,169,12,0.57,123,0,112.26
"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",2.42,19.47,2.46,1.8,0.76,74.74,165,13,0.58,130,0,109.7
"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",2.45,20.3,0.8,1.7,0.74,75.54,172,12,0.58,125,0,98.2
"Rice, brown, with dark green vegetables, NS as to fat",2.72,21.16,2.68,1.8,0.55,72.52,164,13,0.59,134,0,119.64
"Rice, brown, with dark green vegetables, fat added",2.72,21.16,2.68,1.8,0.55,72.52,164,13,0.59,134,0,119.64
"Rice, brown, with dark green vegetables, no added fat",2.77,21.56,0.84,1.8,0.56,73.88,167,13,0.6,137,0,104.88
"Rice, brown, with gravy, NS as to fat",2.11,19.28,3.08,1.1,0.25,74.56,252,5,0.42,72,1,113.28
"Rice, brown, with gravy, fat added",2.11,19.28,3.08,1.1,0.25,74.56,252,5,0.42,72,1,113.28
"Rice, brown, with gravy, no added fat",2.14,19.61,1.44,1.2,0.26,75.82,256,5,0.42,73,1,99.96
"Rice, brown, with other vegetables, NS as to fat",2.4,21.45,2.63,1.6,1.0,72.69,157,7,0.54,104,0,119.07
"Rice, brown, with other vegetables, fat added",2.4,21.45,2.63,1.6,1.0,72.69,157,7,0.54,104,0,119.07
"Rice, brown, with other vegetables, no added fat",2.44,21.85,0.8,1.6,1.02,74.06,160,7,0.55,106,0,104.36
"Rice, brown, with peas and carrots, NS as to fat",2.7,21.95,2.68,2.0,1.07,71.71,194,9,0.65,98,0,122.72
"Rice, brown, with peas and carrots, fat added",2.7,21.95,2.68,2.0,1.07,71.71,194,9,0.65,98,0,122.72
"Rice, brown, with peas and carrots, no added fat",2.75,22.37,0.86,2.1,1.09,73.05,197,9,0.66,99,0,108.22
"Rice, brown, with peas, NS as to fat",3.18,22.64,2.64,2.2,1.1,70.63,171,8,0.75,89,0,127.04
"Rice, brown, with peas, fat added",3.18,22.64,2.64,2.2,1.1,70.63,171,8,0.75,89,0,127.04
"Rice, brown, with peas, no added fat",3.24,23.07,0.82,2.2,1.12,71.96,174,8,0.76,91,0,112.62
"Rice, brown, with soy-based sauce, NS as to fat",2.14,20.58,2.42,1.1,1.25,73.55,420,4,0.43,69,0,112.66
"Rice, brown, with soy-based sauce, fat added",2.14,20.58,2.42,1.1,1.25,73.55,420,4,0.43,69,0,112.66
"Rice, brown, with soy-based sauce, no added fat",2.17,20.92,0.77,1.2,1.27,74.79,428,4,0.43,70,0,99.29
"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat",2.13,18.77,2.41,1.7,0.89,75.82,174,12,0.55,114,0,105.29
"Rice, brown, with tomatoes and/or tomato based sauce, fat added",2.13,18.77,2.41,1.7,0.89,75.82,174,12,0.55,114,0,105.29
"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",2.16,19.08,0.76,1.7,0.91,77.11,177,12,0.56,116,0,91.8
"Rice, brown, with vegetables and gravy, NS as to fat",2.24,18.18,2.56,1.7,0.76,76.1,213,9,0.49,89,1,104.72
"Rice, brown, with vegetables and gravy, fat added",2.24,18.18,2.56,1.7,0.76,76.1,213,9,0.49,89,1,104.72
"Rice, brown, with vegetables and gravy, no added fat",2.27,18.43,1.21,1.7,0.77,77.15,216,9,0.49,90,1,93.69
"Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat",4.51,18.19,5.47,1.7,0.74,70.6,238,80,0.55,113,9,140.03
"Rice, brown, with vegetables, cheese and/or cream based sauce, fat added",4.51,18.19,5.47,1.7,0.74,70.6,238,80,0.55,113,9,140.03
"Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",4.57,18.44,4.17,1.7,0.74,71.58,241,81,0.56,114,9,129.57
"Rice, brown, with vegetables, soy-based sauce, NS as to fat",2.27,19.24,2.02,1.7,1.58,75.27,352,8,0.5,87,0,104.22
"Rice, brown, with vegetables, soy-based sauce, fat added",2.27,19.24,2.02,1.7,1.58,75.27,352,8,0.5,87,0,104.22
"Rice, brown, with vegetables, soy-based sauce, no added fat",2.3,19.51,0.66,1.7,1.6,76.31,357,8,0.5,88,0,93.18
"Rice, cooked with coconut milk",3.57,26.55,17.23,1.9,3.34,51.52,182,19,2.34,219,0,275.55
"Rice, cooked, NFS",2.67,27.99,0.28,0.4,0.05,68.01,245,10,1.19,35,0,125.16
"Rice, cooked, with milk",5.14,25.05,2.16,0.3,4.92,65.93,357,133,1.03,184,8,140.2
"Rice, cream of, cooked, NS as to fat",1.16,15.03,1.6,0.1,0.06,81.86,81,4,4.93,25,3,79.16
"Rice, cream of, cooked, fat added",1.16,15.03,1.6,0.1,0.06,81.86,81,4,4.93,25,3,79.16
"Rice, cream of, cooked, made with milk",4.41,19.76,3.54,0.1,4.81,71.3,115,124,4.93,178,11,128.54
"Rice, cream of, cooked, no added fat",1.17,15.28,0.09,0.1,0.06,83.14,69,4,5.01,25,0,66.61
"Rice, creamed, made with milk and sugar, Puerto Rican style",2.22,17.46,0.96,0.1,8.76,78.66,122,59,0.45,80,4,87.36
"Rice, fried, NFS",3.84,32.5,3.19,1.1,0.62,59.3,361,11,0.46,69,18,174.07
"Rice, fried, meatless",3.84,32.5,3.19,1.1,0.62,59.3,361,11,0.46,69,18,174.07
"Rice, fried, with beef",7.86,27.62,4.06,0.9,0.53,59.34,313,10,0.77,96,29,178.46
"Rice, fried, with chicken",7.28,27.62,3.66,0.9,0.53,60.31,359,12,0.5,100,32,172.54
"Rice, fried, with pork",7.56,27.62,4.16,0.9,0.53,59.56,316,12,0.55,122,27,178.16
"Rice, fried, with shrimp",6.68,27.85,2.97,0.9,0.53,61.14,324,23,0.44,84,47,164.85
"Rice, sweet, cooked with honey",2.52,31.12,0.26,0.4,4.89,64.81,344,10,1.14,36,0,136.9
"Rice, white and wild, cooked, NS as to fat",2.17,20.62,2.14,0.5,0.13,73.47,510,11,0.98,41,0,110.42
"Rice, white and wild, cooked, fat added",2.17,20.62,2.14,0.5,0.13,73.47,510,11,0.98,41,0,110.42
"Rice, white and wild, cooked, no added fat",1.82,17.22,0.16,0.5,0.11,79.54,401,9,0.81,34,0,77.6
"Rice, white, cooked with fat, Puerto Rican style",2.84,31.9,6.3,0.5,0.05,57.33,506,14,1.64,44,0,195.66
"Rice, white, cooked, NS as to fat",2.67,27.99,0.28,0.4,0.05,68.01,244,10,1.19,35,0,125.16
"Rice, white, cooked, fat added, NS as to fat type",2.6,27.2,2.76,0.4,0.05,66.4,247,10,1.16,34,2,144.04
"Rice, white, cooked, glutinous",2.01,20.97,0.19,1.0,0.05,76.19,227,2,0.14,10,0,93.63
"Rice, white, cooked, made with butter",2.62,27.2,2.58,0.4,0.05,66.53,256,11,1.16,34,6,142.5
"Rice, white, cooked, made with margarine",2.6,27.22,2.12,0.4,0.05,66.99,258,10,1.16,35,0,138.36
"Rice, white, cooked, made with oil",2.6,27.19,3.12,0.4,0.05,66.07,238,10,1.16,34,0,147.24
"Rice, white, cooked, no added fat",2.67,27.99,0.28,0.4,0.05,68.01,245,10,1.19,35,0,125.16
"Rice, white, with carrots and dark green vegetables, NS as to fat",2.41,22.54,2.45,1.0,0.66,71.64,192,17,1.02,93,0,121.85
"Rice, white, with carrots and dark green vegetables, fat added",2.41,22.54,2.45,1.0,0.66,71.64,192,17,1.02,93,0,121.85
"Rice, white, with carrots and dark green vegetables, no added fat",2.47,23.04,0.28,1.0,0.68,73.23,197,17,1.04,95,0,104.56
"Rice, white, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",2.07,20.91,2.29,0.9,0.87,73.8,196,16,0.97,84,0,112.53
"Rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added",2.07,20.91,2.29,0.9,0.87,73.8,196,16,0.97,84,0,112.53
"Rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat",2.12,21.34,0.26,1.0,0.89,75.33,200,17,0.98,86,0,96.18
"Rice, white, with carrots, NS as to fat",2.16,22.64,2.42,1.0,0.86,71.86,195,15,0.96,82,0,120.98
"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",2.29,20.89,2.28,1.0,0.77,73.6,189,18,0.99,99,0,113.24
"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",2.27,21.38,2.35,0.9,0.74,73.06,194,17,1.0,90,0,115.75
"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",2.32,21.84,0.28,1.0,0.75,74.6,198,18,1.02,92,0,99.16
"Rice, white, with carrots, fat added",2.16,22.64,2.42,1.0,0.86,71.86,195,15,0.97,82,0,120.98
"Rice, white, with carrots, no added fat",2.2,23.14,0.25,1.0,0.88,73.45,199,15,0.98,84,0,103.61
"Rice, white, with cheese and/or cream based sauce, NS as to fat",5.16,20.01,7.03,0.3,0.1,66.33,322,110,0.89,70,13,163.95
"Rice, white, with cheese and/or cream based sauce, fat added",5.16,20.01,7.03,0.3,0.1,66.33,322,110,0.89,70,13,163.95
"Rice, white, with cheese and/or cream based sauce, no added fat",5.26,20.4,5.22,0.3,0.1,67.62,328,112,0.91,71,13,149.62
"Rice, white, with corn, NS as to fat",2.58,25.21,2.5,0.9,0.81,68.83,178,8,0.99,84,0,133.66
"Rice, white, with corn, fat added",2.58,25.21,2.5,0.9,0.81,68.83,178,8,0.99,84,0,133.66
"Rice, white, with corn, no added fat",2.64,25.76,0.38,0.9,0.83,70.33,182,8,1.01,86,0,117.02
"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",2.32,20.82,2.32,0.9,0.68,73.59,194,18,1.01,94,0,113.44
"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",2.32,20.82,2.32,0.9,0.68,73.59,194,18,1.01,94,0,113.44
"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",2.37,21.26,0.28,0.9,0.69,75.12,198,19,1.03,96,0,97.04
"Rice, white, with dark green vegetables, NS as to fat",2.68,22.3,2.46,0.9,0.46,71.56,189,19,1.07,105,0,122.06
"Rice, white, with dark green vegetables, fat added",2.68,22.3,2.46,0.9,0.46,71.56,189,19,1.07,105,0,122.06
"Rice, white, with dark green vegetables, no added fat",2.74,22.8,0.3,1.0,0.47,73.15,193,20,1.09,107,0,104.86
"Rice, white, with gravy, NS as to fat",1.98,20.01,2.96,0.3,0.13,74.02,287,10,0.81,36,2,114.6
"Rice, white, with gravy, fat added",1.98,20.01,2.96,0.3,0.13,74.02,287,10,0.81,36,2,114.6
"Rice, white, with gravy, no added fat",2.02,20.4,1.06,0.3,0.13,75.47,293,10,0.82,37,2,99.22
"Rice, white, with lentils, NS as to fat",5.5,21.45,4.83,4.1,1.29,67.13,189,17,2.18,207,0,151.27
"Rice, white, with lentils, fat added",5.5,21.45,4.83,4.1,1.29,67.13,189,17,2.18,207,0,151.27
"Rice, white, with lentils, no added fat",5.76,22.47,0.33,4.3,1.35,70.3,198,18,2.27,217,0,115.89
"Rice, white, with other vegetables, NS as to fat",2.3,22.64,2.41,0.8,0.97,71.76,182,14,1.0,71,0,121.45
"Rice, white, with other vegetables, fat added",2.3,22.64,2.41,0.8,0.97,71.76,182,14,1.0,71,0,121.45
"Rice, white, with other vegetables, no added fat",2.35,23.13,0.26,0.7,1.01,73.35,185,13,1.03,71,0,104.26
"Rice, white, with peas and carrots, NS as to fat",2.66,23.22,2.47,1.2,1.07,70.62,224,15,1.13,62,0,125.75
"Rice, white, with peas and carrots, fat added",2.66,23.22,2.47,1.2,1.07,70.62,224,15,1.13,62,0,125.75
"Rice, white, with peas and carrots, no added fat",2.72,23.74,0.33,1.3,1.09,72.18,229,15,1.15,64,0,108.81
"Rice, white, with peas, NS as to fat",3.22,24.03,2.42,1.4,1.11,69.36,197,13,1.25,52,0,130.78
"Rice, white, with peas, fat added",3.22,24.03,2.42,1.4,1.11,69.36,197,13,1.25,52,0,130.78
"Rice, white, with peas, no added fat",3.29,24.56,0.28,1.4,1.14,70.89,202,14,1.27,54,0,113.92
"Rice, white, with soy-based sauce, NS as to fat",2.01,21.5,2.19,0.3,1.28,72.86,482,9,0.82,33,0,113.75
"Rice, white, with soy-based sauce, fat added",2.01,21.5,2.19,0.3,1.28,72.86,482,9,0.82,33,0,113.75
"Rice, white, with soy-based sauce, no added fat",2.05,21.92,0.28,0.3,1.31,74.28,491,9,0.83,34,0,98.4
"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",2.0,19.41,2.18,0.9,0.87,75.48,198,18,0.97,85,0,105.26
"Rice, white, with tomatoes and/or tomato-based sauce, fat added",2.0,19.41,2.18,0.9,0.87,75.48,198,18,0.97,85,0,105.26
"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",2.04,19.79,0.27,0.9,0.89,76.96,201,18,0.98,87,0,89.75
"Rice, white, with vegetables and gravy, NS as to fat",2.15,18.63,2.4,1.1,0.73,75.86,237,13,0.81,63,1,104.72
"Rice, white, with vegetables and gravy, fat added",2.15,18.63,2.4,1.1,0.73,75.86,237,13,0.81,63,1,104.72
"Rice, white, with vegetables and gravy, no added fat",2.19,18.92,0.88,1.1,0.74,77.04,241,13,0.82,64,1,92.36
"Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat",4.7,18.63,5.66,1.1,0.7,69.69,265,93,0.88,89,10,144.26
"Rice, white, with vegetables, cheese and/or cream based sauce, fat added",4.7,18.63,5.66,1.1,0.7,69.69,265,93,0.88,89,10,144.26
"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",4.77,18.92,4.2,1.1,0.71,70.77,269,94,0.89,91,10,132.56
"Rice, white, with vegetables, soy-based sauce, NS as to fat",2.18,19.82,1.79,1.1,1.65,74.93,393,12,0.82,60,0,104.11
"Rice, white, with vegetables, soy-based sauce, fat added",2.18,19.82,1.79,1.1,1.65,74.93,393,12,0.82,60,0,104.11
"Rice, white, with vegetables, soy-based sauce, no added fat",2.22,20.13,0.26,1.1,1.67,76.1,399,12,0.83,61,0,91.74
"Rice, wild, 100%, cooked, NS as to fat",3.86,20.63,3.08,1.7,0.71,71.46,231,3,0.58,98,0,125.68
"Rice, wild, 100%, cooked, fat added",3.86,20.63,3.08,1.7,0.71,71.46,231,3,0.58,98,0,125.68
"Rice, wild, 100%, cooked, no added fat",3.97,21.21,0.34,1.8,0.73,73.48,238,3,0.6,100,0,103.78
"Ripe plantain fritters, Puerto Rican style",11.95,29.4,29.14,1.9,16.04,27.03,364,24,1.52,591,92,427.66
"Ripe plantain meat pie, Puerto Rican style",12.45,21.9,21.58,2.0,11.68,41.39,480,36,1.98,528,117,331.62
