Name,Protein,Carbs,Fat,Fiber,Sugar,Water,Sodium,Calcium,Iron,Potassium,Cholesterol,Calories
"Grits, instant, made with water, no added fat",1.38,14.84,0.4,0.8,0.29,82.36,215,74,7.33,26,0,68.48
"Grits, regular or quick, made with milk, NS as to fat",4.53,17.07,3.82,0.7,4.98,73.53,117,127,0.45,178,11,120.78
"Grits, regular or quick, made with milk, fat added",4.53,17.07,3.82,0.7,4.98,73.53,117,127,0.45,178,11,120.78
"Grits, regular or quick, made with milk, no added fat",4.6,17.37,2.3,0.7,5.07,74.7,105,129,0.46,181,8,108.58
"Grits, regular or quick, made with non-dairy milk, NS as to fat",2.23,15.95,3.0,0.9,3.12,77.82,139,165,0.77,101,3,99.72
"Grits, regular or quick, made with non-dairy milk, fat added",2.23,15.95,3.0,0.9,3.12,77.82,139,165,0.77,101,3,99.72
"Grits, regular or quick, made with non-dairy milk, no added fat",2.26,16.23,1.47,0.9,3.18,79.07,127,167,0.78,102,0,87.19
"Grits, regular or quick, made with water, NS as to fat",1.19,12.2,1.82,0.7,0.09,84.39,82,4,0.45,21,3,69.94
"Grits, regular or quick, made with water, fat added",1.19,12.2,1.82,0.7,0.09,84.39,82,4,0.45,21,3,69.94
"Grits, regular or quick, made with water, no added fat",1.2,12.41,0.28,0.7,0.09,85.75,70,4,0.46,21,0,56.96
"Grits, with cheese, NS as to fat",3.56,11.36,5.27,0.6,0.12,79.07,144,79,0.42,27,13,107.11
"Grits, with cheese, fat added",3.56,11.36,5.27,0.6,0.12,79.07,144,79,0.42,27,13,107.11
"Grits, with cheese, no added fat",3.6,11.54,3.92,0.7,0.12,80.22,134,80,0.43,27,11,95.84
"Ground beef patty, cooked",25.45,0.0,18.18,0.0,0.0,55.2,383,27,2.41,294,87,265.42
Ground beef with tomato sauce and taco seasonings on a cornbread crust,9.57,20.49,8.12,2.6,7.02,59.68,542,53,1.61,215,38,193.32
"Ground beef, cooked",25.54,0.0,16.82,0.0,0.0,56.32,396,24,2.47,302,87,253.54
"Ground beef, raw",17.44,0.0,19.07,0.0,0.0,62.58,66,17,1.97,274,71,241.39
"Ground hog, cooked",25.96,0.0,13.6,0.0,0.0,59.18,217,20,0.93,344,83,226.24
"Ground meat, NFS",25.54,0.0,16.82,0.0,0.0,56.32,396,24,2.47,302,87,253.54
Guacamole with tomatoes,1.87,8.09,13.09,6.1,0.87,74.7,317,12,0.52,454,0,157.65
"Guacamole, NFS",1.95,8.45,14.18,6.5,0.72,73.02,344,12,0.54,472,0,169.22
Guava nectar,0.3,13.3,0.07,1.2,10.15,86.23,6,8,0.54,33,0,55.03
Guava paste,0.1,72.56,0.27,1.1,71.62,26.88,2,3,0.09,69,0,293.07
"Guava, raw",2.55,14.32,0.95,5.4,8.92,80.8,2,18,0.26,417,0,76.03
Gumbo with rice,8.16,6.54,3.43,0.9,1.7,80.47,400,26,0.63,176,30,89.67
"Gumbo, no rice",8.53,4.02,3.67,0.9,1.83,82.31,433,27,0.55,186,33,83.23
Gumdrops,0.0,98.9,0.0,0.1,58.97,1.0,44,3,0.4,5,0,395.6
"Gumdrops, chocolate covered",2.14,87.84,8.3,1.0,56.88,1.14,54,55,0.95,108,6,434.62
"Gyro sandwich (pita bread, beef, lamb, onion, condiments), with tomato and spread",11.92,18.52,4.77,1.0,1.56,63.85,183,46,1.46,203,25,164.69
Haddock cake or patty,13.93,10.31,13.06,1.1,0.99,61.42,282,33,0.7,432,59,214.5
"Haddock, baked or broiled, fat added",19.93,0.1,4.33,0.0,0.04,75.03,396,14,0.22,351,66,119.09
"Haddock, baked or broiled, no added fat",20.53,0.1,0.57,0.0,0.04,78.16,408,14,0.22,362,68,87.65
"Haddock, coated, baked or broiled, fat added",17.5,12.51,6.9,0.6,1.1,62.26,361,41,0.93,311,51,182.14
"Haddock, coated, baked or broiled, no added fat",18.32,13.1,1.2,0.6,1.15,66.51,378,43,0.96,325,54,136.48
"Haddock, coated, fried",16.91,9.85,10.71,0.6,0.88,61.6,389,40,0.98,284,81,203.43
"Haddock, cooked, NS as to cooking method",19.93,0.1,4.33,0.0,0.04,75.03,396,14,0.22,351,66,119.09
"Haddock, smoked",25.23,0.0,0.96,0.0,0.0,71.48,763,49,1.4,415,77,109.56
"Haddock, steamed or poached",20.5,0.0,0.57,0.0,0.0,78.3,399,14,0.21,306,68,87.13
"Halibut, baked or broiled, made with butter",22.72,0.1,4.69,0.0,0.04,71.9,420,10,0.2,534,68,133.49
"Halibut, baked or broiled, made with cooking spray",23.29,0.2,2.06,0.0,0.04,73.9,407,9,0.2,547,61,112.5
"Halibut, baked or broiled, made with margarine",22.7,0.13,4.08,0.0,0.04,72.5,422,10,0.2,534,60,128.04
"Halibut, baked or broiled, made with oil",22.69,0.1,5.4,0.0,0.04,71.28,396,9,0.2,533,60,139.76
"Halibut, baked or broiled, no added fat",23.38,0.1,1.68,0.0,0.04,74.3,408,9,0.2,549,62,109.04
"Halibut, coated, baked or broiled, made with butter",19.66,12.51,6.64,0.6,1.1,60.34,398,39,0.91,451,59,188.44
"Halibut, coated, baked or broiled, made with cooking spray",20.47,13.14,2.36,0.6,1.14,63.25,377,39,0.95,470,49,155.68
"Halibut, coated, baked or broiled, made with margarine",19.62,12.56,5.71,0.6,1.1,61.26,401,39,0.91,451,47,180.11
"Halibut, coated, baked or broiled, made with oil",19.61,12.51,7.73,0.6,1.1,59.4,361,38,0.92,450,47,198.05
"Halibut, coated, baked or broiled, no added fat",20.53,13.1,2.06,0.6,1.15,63.52,378,39,0.95,471,49,153.06
"Halibut, coated, fried, made with butter",18.91,9.86,9.82,0.6,0.88,60.4,445,39,0.96,414,96,203.46
"Halibut, coated, fried, made with cooking spray",22.1,11.64,3.54,0.7,1.03,61.71,457,43,1.13,483,90,166.82
"Halibut, coated, fried, made with margarine",18.85,9.93,8.42,0.6,0.88,61.8,450,38,0.96,414,77,190.9
"Halibut, coated, fried, made with oil",18.84,9.85,11.46,0.6,0.88,58.99,389,37,0.98,412,77,217.9
"Halibut, coated, fried, no added fat",22.17,11.6,3.24,0.7,1.03,61.99,458,43,1.13,484,90,164.24
"Halibut, cooked, NS as to cooking method",22.69,0.1,5.4,0.0,0.04,71.28,396,9,0.2,533,60,139.76
"Halibut, raw",18.56,0.0,1.33,0.0,0.0,80.34,68,7,0.16,435,49,86.21
"Halibut, smoked",44.61,0.0,3.2,0.0,0.0,51.55,628,17,0.38,1046,118,207.24
"Halibut, steamed or poached",23.34,0.0,1.67,0.0,0.0,74.45,399,9,0.2,465,62,108.39
"Halvah, chocolate covered",7.88,57.93,31.38,4.2,52.64,1.48,36,70,2.46,209,6,545.66
"Halvah, plain",7.98,57.36,32.04,4.5,53.08,1.47,19,24,2.51,145,0,549.72
Ham and cheese on English muffin,17.03,18.72,12.36,1.4,1.83,49.0,752,279,1.91,161,46,254.24
"Ham and cheese sandwich, on bun, with lettuce and spread",11.83,15.68,8.83,0.7,3.42,60.47,766,294,1.38,264,30,189.51
"Ham and cheese sandwich, with lettuce and spread",12.5,19.58,9.05,0.9,3.2,55.46,803,329,1.62,261,30,209.77
"Ham and cheese submarine sandwich, with lettuce, tomato and spread",9.12,22.91,2.53,1.3,3.54,63.26,396,169,1.78,367,12,150.89
Ham and noodles with cream or white sauce,6.8,15.32,5.37,0.6,1.58,70.83,481,44,1.02,127,30,136.81
"Ham and noodles, no sauce",7.15,15.88,5.54,0.8,0.25,69.88,483,10,1.19,101,29,141.98
"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced",13.4,4.6,26.6,0.0,0.0,51.7,1411,0,0.64,409,71,311.4
Ham and rice with mushroom sauce,5.37,16.28,5.18,0.4,0.62,71.4,580,22,0.84,111,9,133.22
"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",7.56,5.12,7.83,1.1,0.98,77.34,757,13,0.63,200,18,121.19
"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",7.45,2.59,8.28,1.2,1.1,79.45,767,17,0.63,188,18,114.68
Ham croquette,17.98,2.58,20.7,0.2,0.51,55.59,1178,18,1.3,323,84,268.54
"Ham luncheon meat, loaf type",17.99,1.57,4.39,0.0,1.57,72.58,1193,9,0.82,316,53,117.75
Ham on biscuit,11.85,38.75,16.3,0.7,1.97,28.4,974,142,2.41,174,22,349.1
Ham or pork and potatoes with cheese sauce,7.86,11.11,5.69,0.9,0.48,73.81,300,96,0.4,258,22,127.09
Ham or pork and potatoes with gravy,5.4,11.68,6.33,0.9,0.54,75.34,301,10,0.36,242,14,125.29
"Ham or pork and rice, no sauce",6.73,16.8,4.99,0.2,0.03,70.32,307,10,0.92,97,14,139.03
Ham or pork salad,13.31,2.75,18.09,0.4,2.06,63.0,985,14,0.62,226,37,227.05
Ham or pork with barbecue sauce,21.04,12.69,7.19,0.3,10.35,57.18,522,24,0.99,381,59,199.63
Ham or pork with gravy,20.15,1.58,7.49,0.0,0.09,69.46,349,16,0.79,309,58,154.33
Ham or pork with mushroom sauce,20.55,1.84,7.96,0.1,0.57,68.26,351,28,0.8,325,57,161.2
Ham or pork with stuffing,6.26,10.43,8.27,0.4,1.13,73.89,319,21,0.71,108,13,141.19
Ham or pork with tomato-based sauce,20.3,1.59,6.8,0.4,1.06,69.79,352,17,1.05,385,56,148.76
"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",9.18,15.32,6.42,1.1,0.69,67.61,301,97,1.02,150,35,155.78
"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",8.42,18.31,4.91,1.4,0.84,67.05,313,16,1.23,147,32,151.11
"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",8.35,16.74,5.19,1.5,0.91,68.4,302,19,1.22,140,32,147.07
"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.48,13.75,5.02,1.5,1.62,73.36,314,18,1.16,182,24,126.1
Ham pot pie,7.99,18.48,14.16,1.3,1.13,57.34,622,13,1.38,186,12,233.32
Ham salad sandwich,11.69,19.92,10.34,1.1,2.71,55.59,724,91,1.67,201,23,219.5
Ham salad spread,8.68,10.64,15.53,0.0,0.0,62.6,1075,8,0.59,150,37,217.05
Ham sandwich with lettuce and spread,11.7,21.97,5.94,1.1,2.52,57.76,698,97,1.77,253,20,188.14
"Ham sandwich, with spread",12.4,23.14,7.74,1.1,2.53,53.91,754,101,1.86,258,22,211.82
Ham stroganoff,7.47,4.97,9.18,0.7,1.9,76.23,698,34,0.45,168,29,132.38
"Ham, baby food, strained",11.3,3.7,3.8,0.0,0.0,80.5,44,6,1.03,204,24,94.2
"Ham, breaded or floured, fried, NS as to fat eaten",18.34,7.34,10.53,0.3,1.35,60.62,1036,20,1.4,299,62,197.49
"Ham, breaded or floured, fried, lean and fat eaten",18.34,7.34,10.53,0.3,1.35,60.62,1036,20,1.4,299,62,197.49
"Ham, breaded or floured, fried, lean only eaten",19.63,6.78,9.22,0.4,1.39,61.01,1134,24,1.21,282,61,188.62
"Ham, for use with vegetables",17.99,1.57,4.39,0.0,1.57,72.58,1193,9,0.82,316,53,117.75
"Ham, fresh, cooked, NS as to fat eaten",26.61,0.0,17.46,0.0,0.0,54.58,382,14,1.0,349,93,263.58
"Ham, fresh, cooked, lean and fat eaten",26.61,0.0,17.46,0.0,0.0,54.58,382,14,1.0,349,93,263.58
"Ham, fresh, cooked, lean only eaten",29.16,0.0,9.36,0.0,0.0,60.16,386,7,1.11,370,93,200.88
"Ham, fried, NS as to fat eaten",19.13,1.27,11.53,0.0,1.09,64.68,1128,7,1.05,318,52,185.37
"Ham, fried, lean and fat eaten",19.13,1.27,11.53,0.0,1.09,64.68,1128,7,1.05,318,52,185.37
"Ham, fried, lean only eaten",20.52,1.0,9.9,0.0,0.99,65.07,1219,7,0.84,297,50,175.18
"Ham, noodle, and vegetable soup, Puerto Rican style",5.86,6.32,1.33,0.9,1.14,84.11,738,13,0.53,239,13,60.69
"Ham, pork and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced fat and reduced sodium",12.5,3.4,25.1,0.0,0.0,55.5,1036,0,0.64,564,76,289.5
"Ham, pork, and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced sodium",12.5,3.4,25.1,0.0,0.0,55.5,1036,0,0.64,564,76,289.5
"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",5.56,15.02,5.06,1.7,1.12,72.66,457,12,0.56,316,11,127.86
"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",5.47,13.4,5.9,1.8,1.18,73.5,461,14,0.56,306,10,128.58
"Ham, prepackaged or deli, luncheon meat",16.7,0.27,3.73,0.0,0.0,75.7,1040,5,0.58,425,41,101.45
"Ham, prepackaged or deli, luncheon meat, reduced sodium",16.7,0.27,3.73,0.0,0.0,75.7,780,5,0.58,425,41,101.45
"Ham, prosciutto",27.8,0.3,8.32,0.0,0.0,55.93,2695,10,1.11,510,70,187.28
"Ham, smoked or cured, canned, NS as to fat eaten",17.46,1.0,6.17,0.0,1.0,71.89,1231,7,0.87,322,43,129.37
"Ham, smoked or cured, canned, lean and fat eaten",17.46,1.0,6.17,0.0,1.0,71.89,1231,7,0.87,322,43,129.37
"Ham, smoked or cured, canned, lean only eaten",17.8,1.0,4.31,0.0,1.0,73.41,1223,7,0.89,340,43,113.99
"Ham, smoked or cured, cooked, NS as to fat eaten",20.09,1.19,6.7,0.0,1.04,68.15,1348,8,1.11,351,55,145.42
"Ham, smoked or cured, cooked, lean and fat eaten",20.09,1.19,6.7,0.0,1.04,68.15,1348,8,1.11,351,55,145.42
"Ham, smoked or cured, cooked, lean only eaten",21.64,1.05,4.95,0.0,1.05,68.64,1286,7,0.88,313,53,135.31
"Ham, smoked or cured, ground patty",18.53,1.42,27.25,0.0,1.09,49.89,814,9,1.2,342,86,325.05
Hamburger (Burger King),13.63,25.98,10.24,1.1,4.66,48.38,400,80,2.67,199,31,250.6
Hamburger (McDonalds),13.3,29.57,10.18,1.8,5.95,44.82,487,116,2.87,197,29,263.1
Hamburger slider,17.76,19.71,14.72,0.7,2.86,46.06,349,63,2.81,232,51,282.36
"Hamburger slider, from fast food",15.27,29.18,11.35,1.0,4.24,42.41,400,89,3.0,198,35,279.95
"Hamburger wrap sandwich, from fast food",16.86,20.38,16.06,1.4,1.53,44.71,455,67,2.91,230,49,293.5
"Hamburger, NFS",17.51,20.68,14.38,0.7,3.0,45.69,355,66,2.83,229,49,282.18
"Hamburger, from fast food, 1 large patty",18.43,17.12,15.63,0.6,2.49,47.04,351,57,2.76,241,55,282.87
"Hamburger, from fast food, 1 medium patty",17.51,20.68,14.38,0.7,3.0,45.69,355,66,2.83,229,49,282.18
"Hamburger, from fast food, 1 small patty",15.51,28.27,11.68,1.0,4.11,42.76,396,86,2.98,201,36,280.24
"Hamburger, from school cafeteria",17.97,26.17,7.37,2.7,3.76,46.85,295,115,2.75,259,38,242.89
"Hamburger, on wheat bun, 1 large patty",19.1,15.82,15.66,1.6,2.27,47.53,343,73,2.54,269,55,280.62
"Hamburger, on wheat bun, 1 medium patty",18.31,19.11,14.41,2.0,2.74,46.28,345,86,2.56,262,49,279.37
"Hamburger, on wheat bun, 1 small patty",17.96,20.53,13.87,2.1,2.95,45.74,350,92,2.57,258,47,278.79
"Hamburger, on white bun, 1 large patty",18.43,17.12,15.63,0.6,2.49,47.04,351,57,2.76,241,55,282.87
"Hamburger, on white bun, 1 medium patty",17.51,20.68,14.38,0.7,3.0,45.69,355,66,2.83,229,49,282.18
"Hamburger, on white bun, 1 small patty",17.1,22.22,13.83,0.8,3.23,45.1,361,70,2.86,223,47,281.75
Hard candy,0.0,98.0,0.2,0.0,62.9,1.3,38,3,0.3,5,0,393.8
Hard cider,0.0,5.92,0.0,0.0,5.92,89.0,4,4,0.06,54,0,23.68
"Hash, NS as to type of meat",8.73,9.27,10.24,1.1,0.34,70.32,412,19,1.0,172,32,164.16
Haupia,1.98,23.52,20.45,2.0,14.72,53.25,83,14,1.44,226,0,286.05
"Hayacas, Puerto Rican style",5.83,9.36,10.83,1.1,3.38,73.06,176,19,0.92,174,37,158.23
Hazelnuts,14.95,16.7,60.75,9.7,4.34,5.31,0,114,4.7,680,0,673.35
Head cheese,13.83,0.0,10.9,0.0,0.0,73.84,941,16,1.5,31,69,153.42
"Heart, cooked",28.24,0.15,4.69,0.0,0.0,65.13,381,5,6.33,217,210,155.77
"Herring, baked or broiled, fat added",21.96,0.1,14.83,0.0,0.04,61.15,423,70,1.35,401,73,221.71
"Herring, baked or broiled, no added fat",22.62,0.1,11.39,0.0,0.04,63.86,436,72,1.39,413,76,193.39
"Herring, coated, baked or broiled, fat added",19.05,12.51,14.92,0.6,1.1,51.67,382,84,1.8,349,57,260.52
"Herring, coated, baked or broiled, no added fat",19.94,13.1,9.59,0.6,1.15,55.43,400,88,1.87,365,60,218.47
"Herring, coated, fried",18.33,9.85,18.04,0.6,0.88,51.91,408,79,1.78,319,86,275.08
"Herring, cooked, NS as to cooking method",21.96,0.1,14.83,0.0,0.04,61.15,423,70,1.35,401,73,221.71
"Herring, dried, salted",55.71,0.0,28.04,0.0,0.0,10.99,1179,178,3.41,1014,186,475.2
"Herring, pickled",14.19,9.64,18.0,0.0,7.71,55.22,870,77,1.22,69,13,257.32
"Herring, pickled, in cream sauce",11.73,8.59,18.28,0.0,6.81,58.95,694,82,0.98,81,23,245.8
"Herring, raw",17.96,0.0,9.04,0.0,0.0,72.05,90,57,1.1,327,60,153.2
"Herring, smoked, kippered",24.58,0.0,12.37,0.0,0.0,59.7,918,84,1.51,447,82,209.65
High ball,0.0,0.0,0.0,0.0,0.0,91.46,16,4,0.02,2,0,0.0
"Hog maws, cooked",26.52,0.0,15.96,0.0,0.0,56.97,565,17,0.95,99,351,249.72
Hoisin sauce,3.31,44.08,3.39,2.8,27.26,44.23,1615,32,1.01,119,3,220.07
Hollandaise sauce,5.3,1.8,56.65,0.0,0.46,34.63,400,54,0.84,57,454,538.25
"Hominy, cooked",1.45,13.8,2.89,2.4,1.46,80.41,503,11,0.6,9,4,87.01
Honey,0.3,82.4,0.0,0.2,82.12,17.1,4,6,0.42,52,0,330.8
Honey butter,0.53,48.5,33.4,0.1,48.33,16.72,267,13,0.26,40,89,496.72
Honey mustard dip,1.76,25.28,17.9,1.0,24.1,51.88,509,24,0.61,64,51,269.26
Honey mustard dressing,0.87,23.33,40.83,0.4,15.84,32.64,512,12,0.29,20,29,464.27
"Honey mustard dressing, fat free",1.07,38.43,1.47,1.2,17.75,56.17,1004,24,0.36,69,1,171.23
"Honey mustard dressing, light",0.98,28.26,10.0,0.8,18.33,57.19,701,67,0.41,55,0,206.96
Honey-combed hard candy with peanut butter,8.72,67.41,20.18,1.9,62.68,2.54,174,21,0.71,220,0,486.14
"Honey-combed hard candy with peanut butter, chocolate covered",8.78,62.68,23.98,3.1,47.19,2.3,225,73,1.2,347,6,501.66
"Honeydew melon, raw",0.54,9.09,0.14,0.8,8.12,89.82,18,6,0.17,228,0,39.78
"Horchata beverage, made with milk",1.42,19.66,0.63,0.4,9.56,78.01,9,30,0.57,41,2,89.99
"Horchata beverage, made with water",1.09,20.45,0.13,0.5,8.07,78.13,4,13,0.7,20,0,87.33
"Hors d'oeuvres, with spread",11.57,28.69,4.99,1.3,3.94,53.09,394,126,2.43,127,40,205.95
Horseradish,1.18,11.29,0.69,3.3,7.99,85.08,420,56,0.42,246,0,56.09
Horseradish sauce,1.09,10.05,50.89,1.0,8.98,35.83,730,12,0.23,44,50,502.57
Hot Thai sauce,1.03,16.58,0.66,0.5,16.07,76.16,2055,12,0.94,103,0,76.38
Hot and sour soup,2.58,4.35,1.21,0.5,0.42,90.65,376,19,0.64,55,21,38.61
"Hot chocolate / Cocoa, made with dry mix and fat free milk",3.86,15.35,0.6,0.5,13.08,78.95,102,132,0.16,239,3,82.24
"Hot chocolate / Cocoa, made with dry mix and low fat milk",3.82,15.61,1.36,0.5,13.0,78.0,101,127,0.16,232,4,89.96
"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",2.18,15.47,1.57,0.7,12.31,79.63,117,148,0.46,175,0,84.73
"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",3.79,15.37,2.18,0.5,12.94,77.47,101,127,0.16,232,7,96.26
"Hot chocolate / Cocoa, made with dry mix and water",0.91,11.4,0.55,0.5,8.93,86.5,72,21,0.16,97,0,54.19
"Hot chocolate / Cocoa, made with dry mix and whole milk",3.73,15.16,3.31,0.5,12.87,76.61,100,124,0.16,225,10,105.35
"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",4.4,10.28,0.32,0.6,7.67,83.77,108,168,0.4,371,3,61.6
"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",4.35,10.56,1.12,0.6,7.59,82.76,106,162,0.4,363,5,69.72
"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",2.61,10.43,1.35,0.8,6.88,84.47,124,184,0.72,302,0,64.31
"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",4.33,10.3,1.99,0.6,7.52,82.21,106,162,0.4,363,7,76.43
"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1.28,5.94,0.25,0.6,3.11,91.92,75,50,0.41,224,0,31.13
"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",4.26,10.08,3.18,0.6,7.45,81.29,105,159,0.4,355,11,85.98
"Hot chocolate / Cocoa, ready to drink",2.72,16.54,1.54,0.0,15.18,78.43,60,102,0.0,152,7,90.9
"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1.21,16.68,0.98,0.2,14.62,80.39,75,122,0.28,99,0,80.38
"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",1.29,16.02,2.64,0.2,14.07,79.32,73,119,0.27,98,5,93.0
"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",2.79,16.52,0.06,0.0,15.31,79.81,61,107,0.0,159,2,77.78
"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",2.79,15.87,1.77,0.0,14.72,78.76,60,105,0.0,156,8,90.57
"Hot chocolate / Cocoa, ready to drink, with whipped cream",2.73,15.89,3.18,0.0,14.6,77.44,58,101,0.0,149,12,103.1
"Hot ham and cheese sandwich, on bun",10.8,14.86,9.65,0.7,3.11,61.86,700,203,1.29,262,27,189.49
Hot pepper sauce,1.29,0.8,0.76,0.6,0.13,95.17,633,12,1.16,128,0,15.2
"Hot peppers, cooked",1.41,7.72,3.05,2.2,4.75,86.79,133,14,0.65,288,2,63.97
Huevos rancheros,6.82,8.76,6.54,1.6,2.31,76.06,419,48,1.12,219,161,121.18
"Hummus, flavored",8.1,19.62,17.7,5.9,2.93,51.93,471,111,3.32,252,0,270.18
"Hummus, plain",8.18,19.86,17.78,5.9,2.91,51.5,481,113,3.36,251,0,272.18
Hunan beef,7.08,7.29,5.3,1.5,2.41,78.82,409,22,1.11,204,14,105.18
Hush puppy,6.16,40.21,13.25,2.9,3.8,36.58,813,100,2.55,256,0,304.73
"Ice cream bar, chocolate",4.41,25.17,23.89,1.5,17.97,45.43,67,119,0.56,329,27,333.33
"Ice cream bar, vanilla",2.11,37.12,25.26,1.1,21.05,35.48,84,63,0.0,71,16,384.26
"Ice cream bar, vanilla, chocolate coated",4.1,24.5,24.1,0.8,18.3,46.3,68,119,0.29,305,28,331.3
Ice cream cake,3.24,39.9,14.46,0.5,31.5,41.55,174,95,0.58,126,60,302.7
Ice cream candy bar,4.4,30.9,20.2,0.6,30.0,43.1,92,252,0.72,238,1,323.0
"Ice cream cone, NFS",3.75,28.47,11.13,0.9,22.19,55.71,97,120,0.43,199,40,229.05
"Ice cream cone, chocolate, prepackaged",5.35,34.62,21.8,1.4,24.77,37.09,93,64,0.14,235,21,356.08
"Ice cream cone, scooped, chocolate",3.97,30.23,10.84,1.3,24.59,53.68,83,106,1.04,244,33,234.36
"Ice cream cone, scooped, chocolate, waffle cone",4.04,31.49,10.58,1.2,25.38,52.6,89,105,1.14,243,32,237.34
"Ice cream cone, scooped, vanilla",3.68,25.82,10.84,0.8,20.61,58.77,87,124,0.23,196,42,215.56
"Ice cream cone, scooped, vanilla, waffle cone",3.76,27.16,10.58,0.8,21.48,57.59,93,123,0.34,196,41,218.9
"Ice cream cone, soft serve, chocolate",5.12,27.83,7.18,0.9,23.96,59.18,78,154,0.81,168,27,196.42
"Ice cream cone, soft serve, chocolate, waffle cone",5.17,29.14,6.99,0.9,24.77,57.99,84,152,0.91,169,26,200.15
"Ice cream cone, soft serve, vanilla",4.91,31.44,4.91,0.4,21.48,57.67,81,156,0.33,204,26,189.59
"Ice cream cone, soft serve, vanilla, waffle cone",4.96,32.67,4.77,0.4,22.33,56.51,87,154,0.44,204,25,193.45
"Ice cream cone, vanilla, prepackaged",5.21,34.38,21.88,1.0,25.0,37.43,94,63,0.0,222,21,355.28
Ice cream cookie sandwich,4.61,43.35,14.11,1.7,26.45,36.86,232,70,1.5,170,24,318.83
"Ice cream sandwich, chocolate",4.5,39.33,11.8,1.8,28.38,42.9,202,90,1.7,239,26,281.52
"Ice cream sandwich, vanilla",4.28,35.88,11.8,1.4,25.27,46.88,205,104,1.07,202,34,266.84
"Ice cream soda, chocolate",1.0,15.23,2.9,0.3,14.48,80.46,30,32,0.28,66,9,91.02
"Ice cream soda, flavors other than chocolate",0.92,14.02,2.9,0.2,13.4,81.85,31,37,0.06,53,12,85.86
"Ice cream sundae, NFS",3.72,31.92,11.17,1.1,23.89,52.1,138,109,0.36,215,36,243.09
"Ice cream sundae, caramel topping",2.97,30.61,9.19,0.5,28.82,56.29,136,109,0.07,166,36,217.03
"Ice cream sundae, fruit topping",2.74,32.67,9.22,0.7,22.24,54.59,65,99,0.13,163,36,224.62
"Ice cream sundae, hot fudge topping",3.72,31.92,11.17,1.1,23.89,52.1,138,109,0.36,215,36,243.09
"Ice cream, NFS",3.57,26.36,11.3,0.8,22.86,57.81,90,124,0.3,203,42,221.42
"Ice cream, chocolate",3.8,28.2,11.0,1.2,25.36,55.7,76,109,0.93,249,34,227.0
"Ice cream, chocolate, with additional ingredients",3.93,34.39,11.76,1.5,28.82,48.56,102,102,1.32,251,30,259.12
"Ice cream, fried",3.94,32.77,15.16,1.2,20.9,47.12,159,112,0.79,184,34,283.28
"Ice cream, soft serve, chocolate",5.0,25.7,7.19,0.8,24.71,61.43,71,159,0.69,170,28,187.51
"Ice cream, soft serve, vanilla",4.78,29.46,4.83,0.3,22.12,59.85,74,161,0.19,208,27,180.43
"Ice cream, vanilla",3.5,23.6,11.0,0.7,21.22,61.0,80,128,0.09,199,44,207.4
"Ice cream, vanilla, with additional ingredients",3.67,30.51,11.76,1.0,25.33,53.04,105,118,0.61,209,38,242.56
"Iced Coffee, brewed",0.09,0.0,0.02,0.0,0.0,99.51,2,2,0.01,38,0,0.54
"Iced Coffee, brewed, decaffeinated",0.08,0.0,0.0,0.0,0.0,99.44,2,2,0.04,42,0,0.32
"Iced Coffee, pre-lightened and pre-sweetened",0.25,4.94,1.12,0.0,4.95,93.31,6,7,0.01,42,3,30.84
Iced Tea / Lemonade juice drink,0.2,9.15,0.05,0.3,7.2,90.5,12,4,0.04,67,0,37.85
"Iced Tea / Lemonade juice drink, diet",0.0,0.57,0.0,0.0,0.0,99.32,4,6,0.0,21,0,2.28
"Iced Tea / Lemonade juice drink, light",0.22,6.12,0.04,0.3,3.86,93.5,13,5,0.04,72,0,25.72
"Icing, chocolate",1.1,63.2,17.6,0.9,57.7,17.0,183,8,1.42,196,0,415.6
"Icing, white",0.0,67.89,16.23,0.0,63.1,15.07,184,3,0.16,34,0,417.63
